AGRDE_FLAG_NM,BMI_IDEX_GRAD_NM,MBER_SEXDSTN_FLAG_CD,COAW_FLAG_NM,SPORTS_STEP_NM,FLAG_ACCTO_RECOMEND_MVM_RANK_CO,RECOMEND_MVM_NM
10대,3단계비만,M,참가증,준비운동,3,상지 루틴 스트레칭
10대,3단계비만,M,참가증,준비운동,4,유산소 운동 전 동적 루틴 스트레칭
10대,3단계비만,M,참가증,준비운동,5,등/어깨 뒤쪽 스트레칭
10대,3단계비만,M,참가증,본운동,1,팔굽혀 펴기
10대,3단계비만,M,참가증,본운동,2,윗몸올리기
10대,3단계비만,M,참가증,본운동,3,엎드려 버티기
10대,3단계비만,M,참가증,본운동,4,앉았다 일어서기
10대,3단계비만,M,참가증,본운동,5,줄넘기
10대,3단계비만,M,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,3단계비만,M,참가증,마무리운동,2,전신 루틴 스트레칭
10대,3단계비만,M,참가증,마무리운동,3,상지 루틴 스트레칭
10대,3단계비만,M,참가증,마무리운동,4,양발 나란히 서기
10대,2단계비만,F,2등급,마무리운동,5,점프 후 버티기
10대,3단계비만,M,2등급,마무리운동,5,벌림 밸런스 운동-60~120도 사이
10대,정상,F,3등급,마무리운동,3,조깅
10대,정상,F,3등급,마무리운동,4,목 스트레칭
10대,정상,F,3등급,마무리운동,5,엉덩이 스트레칭
10대,정상,M,3등급,준비운동,1,목 스트레칭
10대,정상,M,3등급,준비운동,2,유산소 운동 전 동적 루틴 스트레칭
10대,정상,M,3등급,준비운동,3,전신 루틴 스트레칭
10대,정상,M,3등급,준비운동,4,앉아서 밴드 잡고 몸통 돌리기
10대,정상,M,3등급,준비운동,5,폼롤러 이용 유연성운동 루틴 프로그램
10대,정상,M,3등급,본운동,1,달리기
10대,비만전단계비만,F,3등급,본운동,5,상지 루틴 스트레칭
10대,비만전단계비만,F,3등급,마무리운동,1,조깅
10대,비만전단계비만,F,3등급,마무리운동,2,전신 루틴 스트레칭
10대,비만전단계비만,F,3등급,마무리운동,3,자가근막이완술 루틴 스트레칭
10대,비만전단계비만,F,3등급,마무리운동,4,무릎굽혀 원 그리기
10대,비만전단계비만,F,3등급,마무리운동,5,엉덩이 스트레칭
10대,1단계비만,F,3등급,준비운동,3,탄력밴드 어깨 가쪽 돌림
10대,1단계비만,F,3등급,준비운동,4,옆구리늘리기
10대,1단계비만,F,3등급,준비운동,5,폼롤러 이용 유연성운동 루틴 프로그램
10대,1단계비만,F,3등급,본운동,1,턱걸이
10대,1단계비만,F,3등급,본운동,2,네발기기 자세에서 다리 위로 뻗어올리기
10대,1단계비만,F,3등급,본운동,3,누워서 배가로근 수축 II
10대,1단계비만,F,3등급,본운동,4,네발기기 자세로 팔 다리 들기
10대,2단계비만,M,3등급,마무리운동,2,엉덩이 스트레칭
10대,2단계비만,M,3등급,마무리운동,3,목 스트레칭
10대,2단계비만,M,3등급,마무리운동,4,조깅
10대,2단계비만,M,3등급,마무리운동,5,상지 루틴 스트레칭
10대,3단계비만,F,3등급,마무리운동,5,짐볼 앉기 평형성 운동 루틴 프로그램
10대,3단계비만,M,3등급,준비운동,2,탄력밴드 어깨 가쪽 돌림
10대,3단계비만,M,3등급,준비운동,3,옆구리늘리기
10대,3단계비만,M,3등급,준비운동,4,폼롤러 이용 유연성운동 루틴 프로그램
10대,3단계비만,M,3등급,준비운동,5,가슴 어깨 펴기
10대,3단계비만,M,3등급,본운동,1,엎드려서 팔 다리 들기
10대,3단계비만,M,3등급,본운동,2,윗몸올리기
10대,3단계비만,M,3등급,본운동,3,누워서 엉덩이 들어올리기
10대,3단계비만,M,3등급,본운동,4,한발 앞으로 내밀고 앉았다 일어서기
10대,3단계비만,M,3등급,본운동,5,달리기
10대,3단계비만,M,3등급,마무리운동,1,전신 루틴 스트레칭
10대,3단계비만,M,3등급,마무리운동,2,엉덩이 스트레칭
10대,3단계비만,M,3등급,마무리운동,3,목 스트레칭
10대,3단계비만,M,3등급,마무리운동,4,조깅
10대,저체중,M,참가증,준비운동,4,가슴/어깨 앞쪽 스트레칭
10대,저체중,M,참가증,준비운동,5,트레드밀에서 걷기
10대,정상,F,2등급,준비운동,1,앉아서 밴드 잡고 몸통 돌리기
10대,저체중,F,2등급,준비운동,1,트레드밀에서 걷기
10대,저체중,F,2등급,준비운동,2,가슴/어깨 앞쪽 스트레칭
10대,저체중,F,2등급,준비운동,3,몸통 들어올리기
10대,저체중,F,2등급,준비운동,4,등/어깨 뒤쪽 스트레칭
10대,저체중,F,2등급,준비운동,5,베개 밟고 대각방향으로 서기
10대,저체중,F,2등급,본운동,1,몸통 들어올리기
10대,저체중,F,2등급,본운동,2,서서 바벨 위로 밀기
10대,저체중,F,2등급,본운동,3,바벨들어올리기
10대,저체중,F,2등급,본운동,4,볼 튕기면서 스쿼트
10대,저체중,F,2등급,본운동,5,목봉잡고 앉았다 일어나기
10대,저체중,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
10대,저체중,M,2등급,마무리운동,1,하지 루틴 스트레칭2
10대,저체중,M,2등급,마무리운동,2,빠르게 걷기
10대,저체중,M,2등급,마무리운동,3,어깨 스트레칭
10대,저체중,M,2등급,마무리운동,4,밴드 걸고 엎드려서 다리 구부리기
10대,저체중,M,2등급,마무리운동,5,계단 올라갔다 내려오기
10대,1단계비만,F,2등급,마무리운동,4,마주보고 상체 좌우 비틀기
10대,1단계비만,F,2등급,마무리운동,5,유소년테스트
10대,1단계비만,M,2등급,준비운동,1,목 스트레칭
10대,1단계비만,M,2등급,준비운동,2,등/어깨 뒤쪽 스트레칭
10대,1단계비만,M,2등급,준비운동,3,하지 루틴 스트레칭1
10대,3단계비만,M,1등급,마무리운동,5,넙다리 뒤쪽 스트레칭
10대,3단계비만,M,1등급,마무리운동,4,하지 루틴 스트레칭1
10대,3단계비만,M,1등급,마무리운동,3,하지 루틴 스트레칭2
10대,3단계비만,M,1등급,마무리운동,2,트레드밀에서 걷기
10대,3단계비만,M,1등급,마무리운동,1,누워서 전신 뻗기
10대,3단계비만,M,1등급,본운동,5,물병 옆으로 들어올리기
10대,3단계비만,M,1등급,본운동,4,서서 균형잡기
10대,3단계비만,M,1등급,본운동,3,줄넘기
10대,3단계비만,M,1등급,본운동,2,팔굽혀 펴기
10대,3단계비만,M,1등급,본운동,1,윗몸올리기
10대,3단계비만,M,1등급,준비운동,5,전신 루틴 스트레칭
10대,3단계비만,M,1등급,준비운동,4,목 스트레칭
10대,3단계비만,M,1등급,준비운동,3,하지 루틴 스트레칭1
10대,3단계비만,M,1등급,준비운동,2,상지 루틴 스트레칭
10대,3단계비만,M,1등급,준비운동,1,수영
10대,3단계비만,F,1등급,마무리운동,5,엉덩이 스트레칭2
10대,3단계비만,F,1등급,마무리운동,4,등/어깨 뒤쪽 스트레칭
10대,3단계비만,F,1등급,마무리운동,3,옆구리 스트레칭
10대,3단계비만,F,1등급,마무리운동,2,목 스트레칭
10대,3단계비만,F,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
10대,3단계비만,F,1등급,본운동,5,밴드 걸고 앉아서 발등 굽힘
10대,3단계비만,F,1등급,본운동,4,밴드 걸고 누워서 다리 들어올리기
10대,3단계비만,F,1등급,본운동,3,몸통 들어올리기
10대,3단계비만,F,1등급,본운동,2,밴드 걸고 옆으로 누워 다리 올리기
10대,3단계비만,F,1등급,본운동,1,짐볼에서 윗몸 일으키기
10대,3단계비만,F,1등급,준비운동,5,수영
10대,3단계비만,F,1등급,준비운동,4,깍지 끼고 상체 숙이기
10대,3단계비만,F,1등급,준비운동,3,양팔 벌려 전신 비틀기
10대,저체중,M,참가증,본운동,2,팔굽혀 펴기
10대,3단계비만,F,1등급,준비운동,2,어깨 스트레칭
10대,3단계비만,F,1등급,준비운동,1,팔꿈치 맞닿아 원그리기
10대,2단계비만,M,1등급,마무리운동,5,넙다리 뒤쪽 스트레칭
10대,2단계비만,M,1등급,마무리운동,4,하지 루틴 스트레칭1
10대,2단계비만,M,1등급,마무리운동,3,하지 루틴 스트레칭2
10대,2단계비만,M,1등급,마무리운동,2,트레드밀에서 걷기
10대,2단계비만,M,1등급,마무리운동,1,누워서 전신 뻗기
10대,2단계비만,M,1등급,본운동,5,서서 균형잡기
10대,2단계비만,M,1등급,본운동,4,누워서 다리 좌우로 움직이기
10대,2단계비만,M,1등급,본운동,3,줄넘기
10대,2단계비만,M,1등급,본운동,2,팔굽혀 펴기
10대,2단계비만,M,1등급,본운동,1,윗몸올리기
10대,2단계비만,M,1등급,준비운동,5,전신 루틴 스트레칭
10대,2단계비만,M,1등급,준비운동,4,목 스트레칭
10대,2단계비만,M,1등급,준비운동,3,상지 루틴 스트레칭
10대,2단계비만,M,1등급,준비운동,2,하지 루틴 스트레칭1
10대,2단계비만,M,1등급,준비운동,1,수영
10대,2단계비만,F,1등급,마무리운동,5,목 스트레칭
10대,2단계비만,F,1등급,마무리운동,4,등/어깨 뒤쪽 스트레칭
10대,2단계비만,F,1등급,마무리운동,3,엉덩이 스트레칭2
10대,2단계비만,F,1등급,마무리운동,2,옆구리 스트레칭
10대,2단계비만,F,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
10대,2단계비만,F,1등급,본운동,5,밴드 걸고 누워서 다리 들어올리기
10대,2단계비만,F,1등급,본운동,4,몸통 들어올리기
10대,2단계비만,F,1등급,본운동,3,짐볼에서 윗몸 일으키기
10대,2단계비만,F,1등급,본운동,2,밴드 걸고 앉아서 발등 굽힘
10대,2단계비만,F,1등급,본운동,1,밴드 걸고 옆으로 누워 다리 올리기
10대,2단계비만,F,1등급,준비운동,4,팔꿈치 맞닿아 원그리기
10대,2단계비만,F,1등급,준비운동,3,깍지 끼고 상체 숙이기
10대,2단계비만,F,1등급,준비운동,2,양팔 벌려 전신 비틀기
10대,2단계비만,F,1등급,준비운동,1,어깨 스트레칭
10대,1단계비만,M,1등급,마무리운동,5,전신 루틴 스트레칭
10대,1단계비만,M,1등급,마무리운동,4,하지 루틴 스트레칭2
10대,1단계비만,M,1등급,마무리운동,3,누워서 전신 뻗기
10대,1단계비만,M,1등급,마무리운동,2,트레드밀에서 걷기
10대,1단계비만,M,1등급,마무리운동,1,하지 루틴 스트레칭1
10대,1단계비만,M,1등급,본운동,5,뒤로 팔굽혀펴기
10대,1단계비만,M,1등급,본운동,4,팔굽혀 펴기
10대,1단계비만,M,1등급,본운동,3,줄넘기
10대,1단계비만,M,1등급,본운동,2,윗몸올리기
10대,1단계비만,M,1등급,본운동,1,엎드려 버티기
10대,1단계비만,M,1등급,준비운동,5,등/어깨 뒤쪽 스트레칭
10대,1단계비만,M,1등급,준비운동,4,유산소 운동 전 동적 루틴 스트레칭
10대,1단계비만,M,1등급,준비운동,3,수영
10대,1단계비만,M,1등급,준비운동,2,목 스트레칭
10대,1단계비만,M,1등급,준비운동,1,전신 루틴 스트레칭
10대,1단계비만,F,1등급,마무리운동,5,옆구리 스트레칭
10대,1단계비만,F,1등급,마무리운동,4,등/어깨 뒤쪽 스트레칭
10대,1단계비만,F,1등급,마무리운동,3,목 스트레칭
10대,1단계비만,F,1등급,마무리운동,2,엉덩이 스트레칭2
10대,1단계비만,F,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
10대,1단계비만,F,1등급,본운동,5,짐볼에서 윗몸 일으키기
10대,1단계비만,F,1등급,본운동,4,밴드 걸고 누워서 다리 들어올리기
10대,1단계비만,F,1등급,본운동,3,몸통 들어올리기
10대,1단계비만,F,1등급,본운동,2,밴드 걸고 앉아서 발등 굽힘
10대,1단계비만,F,1등급,본운동,1,의자 앞에서 앉았다 일어서기
10대,1단계비만,F,1등급,준비운동,5,깍지 끼고 상체 숙이기
10대,저체중,M,참가증,본운동,3,윗몸올리기
10대,저체중,M,참가증,본운동,4,바벨 끌어당기기
10대,저체중,M,참가증,본운동,5,앉았다 일어서기
10대,저체중,M,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,저체중,M,참가증,마무리운동,2,전신 루틴 스트레칭
10대,저체중,M,참가증,마무리운동,3,상지 루틴 스트레칭
10대,저체중,M,참가증,마무리운동,4,무릎굽혀 원 그리기
10대,저체중,M,참가증,마무리운동,5,하지 루틴 스트레칭1
10대,2단계비만,F,참가증,준비운동,4,팔꿈치 맞닿아 원그리기
10대,2단계비만,F,참가증,준비운동,5,어깨 스트레칭
10대,2단계비만,F,참가증,본운동,1,팔굽혀 펴기
10대,2단계비만,F,참가증,본운동,2,버피 테스트
10대,2단계비만,F,참가증,본운동,3,조깅
10대,2단계비만,F,참가증,본운동,4,윗몸올리기
10대,2단계비만,F,참가증,본운동,5,엎드려 버티기
10대,2단계비만,F,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,3단계비만,M,참가증,마무리운동,5,몸통 비틀기
10대,3단계비만,M,3등급,마무리운동,5,상지 루틴 스트레칭
10대,3단계비만,M,2등급,마무리운동,4,누워서 엉덩이 들어올리기
10대,3단계비만,M,2등급,마무리운동,3,막대 잡고 대각선으로 팔 들어올리기
10대,3단계비만,M,2등급,마무리운동,2,짐볼 윗몸올리기
10대,3단계비만,M,2등급,마무리운동,1,하지 루틴 스트레칭2
10대,3단계비만,M,2등급,본운동,5,조깅
10대,3단계비만,M,2등급,본운동,4,몸통 들어올리기
10대,3단계비만,M,2등급,본운동,3,목봉잡고 앉았다 일어나기
10대,3단계비만,M,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
10대,3단계비만,M,2등급,본운동,1,팔굽혀 펴기
10대,3단계비만,M,2등급,준비운동,5,아래 팔 스트레칭
10대,3단계비만,M,2등급,준비운동,4,무릎굽혀 원 그리기
10대,3단계비만,M,2등급,준비운동,3,목 돌리기
10대,3단계비만,M,2등급,준비운동,2,상지 루틴 스트레칭
10대,3단계비만,M,2등급,준비운동,1,하지 루틴 스트레칭1
10대,3단계비만,F,참가증,마무리운동,5,옆구리 스트레칭
10대,3단계비만,F,참가증,마무리운동,4,목 스트레칭
10대,3단계비만,F,참가증,마무리운동,3,무릎굽혀 원 그리기
10대,3단계비만,F,참가증,마무리운동,2,짐볼 앉기 평형성 운동 루틴 프로그램
10대,3단계비만,F,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,3단계비만,F,참가증,본운동,5,엎드려 버티기
10대,3단계비만,F,참가증,본운동,4,윗몸올리기
10대,3단계비만,F,참가증,본운동,3,조깅
10대,3단계비만,F,참가증,본운동,2,버피 테스트
10대,3단계비만,F,참가증,본운동,1,팔굽혀 펴기
10대,3단계비만,F,참가증,준비운동,5,팔꿈치 맞닿아 원그리기
10대,3단계비만,F,참가증,준비운동,4,양팔 벌려 전신 비틀기
10대,3단계비만,F,참가증,준비운동,3,하지 루틴 스트레칭1
10대,3단계비만,F,참가증,준비운동,2,상지 루틴 스트레칭
10대,3단계비만,F,참가증,준비운동,1,목 스트레칭
10대,3단계비만,M,3등급,준비운동,1,목 스트레칭
10대,3단계비만,F,3등급,마무리운동,4,조깅
10대,3단계비만,F,3등급,마무리운동,3,엉덩이 스트레칭
10대,3단계비만,F,3등급,마무리운동,2,목 스트레칭
10대,3단계비만,F,3등급,마무리운동,1,전신 루틴 스트레칭
10대,3단계비만,F,3등급,본운동,5,누워서 다리 들어올리기
10대,3단계비만,F,3등급,본운동,4,엎드려서 팔 다리 들기
10대,3단계비만,F,3등급,본운동,3,누워서 배가로근 수축 II
10대,3단계비만,F,3등급,본운동,2,네발기기 자세로 팔 다리 들기
10대,3단계비만,F,3등급,본운동,1,네발기기 자세에서 다리 위로 뻗어올리기
10대,3단계비만,F,3등급,준비운동,5,작은 공을 이용한 동적 루틴 스트레칭
10대,3단계비만,F,3등급,준비운동,4,가슴 어깨 펴기
10대,3단계비만,F,3등급,준비운동,3,폼롤러 이용 유연성운동 루틴 프로그램
10대,3단계비만,F,3등급,준비운동,2,옆구리늘리기
10대,3단계비만,F,3등급,준비운동,1,탄력밴드 어깨 가쪽 돌림
10대,3단계비만,F,2등급,마무리운동,5,짐볼 앉아 한손 측면으로 들기
10대,3단계비만,F,2등급,마무리운동,4,자전거타기
10대,3단계비만,F,2등급,마무리운동,3,좌우 이동하며 팔굽혀펴기
10대,3단계비만,F,2등급,마무리운동,2,골다공증을 위한 근력운동1
10대,3단계비만,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
10대,3단계비만,F,2등급,본운동,5,뒤꿈치 들기
10대,3단계비만,F,2등급,본운동,4,벽에서 팔굽혀 펴기
10대,3단계비만,F,2등급,본운동,3,목봉잡고 앉았다 일어나기
10대,3단계비만,F,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
10대,3단계비만,F,2등급,본운동,1,몸통 들어올리기
10대,3단계비만,F,2등급,준비운동,5,한발 연속 뛰기
10대,3단계비만,F,2등급,준비운동,4,팔꿈치 고정 후 벌리기
10대,3단계비만,F,2등급,준비운동,3,양팔 크게 벌리기
10대,3단계비만,F,2등급,준비운동,2,무릎 들어 연속 뛰기
10대,3단계비만,F,2등급,준비운동,1,다리굽혀 허리 비틀기
10대,2단계비만,M,참가증,마무리운동,5,옆으로 누워 가슴 열기
10대,2단계비만,M,참가증,마무리운동,4,사다리 이용 루틴 운동
10대,2단계비만,M,참가증,마무리운동,3,상지 루틴 스트레칭
10대,2단계비만,M,참가증,마무리운동,2,전신 루틴 스트레칭
10대,2단계비만,M,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,2단계비만,M,참가증,본운동,5,줄넘기
10대,2단계비만,M,참가증,본운동,4,앉았다 일어서기
10대,2단계비만,M,참가증,본운동,3,엎드려 버티기
10대,2단계비만,M,참가증,본운동,2,윗몸올리기
10대,2단계비만,M,참가증,본운동,1,팔굽혀 펴기
10대,2단계비만,M,참가증,준비운동,5,등/어깨 뒤쪽 스트레칭
10대,2단계비만,M,참가증,준비운동,4,유산소 운동 전 동적 루틴 스트레칭
10대,2단계비만,M,참가증,준비운동,3,상지 루틴 스트레칭
10대,2단계비만,M,참가증,준비운동,2,하지 루틴 스트레칭1
10대,2단계비만,M,참가증,준비운동,1,목 스트레칭
10대,2단계비만,F,참가증,마무리운동,5,엉덩이 스트레칭2
10대,2단계비만,F,참가증,마무리운동,4,등/어깨 뒤쪽 스트레칭
10대,2단계비만,F,참가증,마무리운동,3,무릎굽혀 원 그리기
10대,2단계비만,F,참가증,마무리운동,2,짐볼 앉기 평형성 운동 루틴 프로그램
10대,2단계비만,M,3등급,마무리운동,1,전신 루틴 스트레칭
10대,2단계비만,M,3등급,본운동,5,달리기
10대,2단계비만,M,3등급,본운동,4,한발 앞으로 내밀고 앉았다 일어서기
10대,2단계비만,M,3등급,본운동,3,누워서 엉덩이 들어올리기
10대,2단계비만,M,3등급,본운동,2,윗몸올리기
10대,2단계비만,M,3등급,본운동,1,엎드려서 팔 다리 들기
10대,2단계비만,M,3등급,준비운동,5,폼롤러 이용 유연성운동 루틴 프로그램
10대,2단계비만,M,3등급,준비운동,4,가슴 어깨 펴기
10대,2단계비만,M,3등급,준비운동,3,옆구리늘리기
10대,2단계비만,M,3등급,준비운동,2,탄력밴드 어깨 가쪽 돌림
10대,2단계비만,M,3등급,준비운동,1,목 스트레칭
10대,2단계비만,M,2등급,마무리운동,5,아쿠아로빅-발 닿기
10대,2단계비만,M,2등급,마무리운동,4,앉았다 일어서면서 점프하기
10대,2단계비만,M,2등급,마무리운동,3,밴드 걸고 앉아서 발등 굽힘
10대,2단계비만,M,2등급,마무리운동,2,서서 팔꿈치 펴기
10대,2단계비만,M,2등급,마무리운동,1,하지 루틴 스트레칭2
10대,2단계비만,M,2등급,본운동,5,버피 테스트
10대,2단계비만,M,2등급,본운동,4,몸통 들어올리기
10대,2단계비만,M,2등급,본운동,3,밴드 잡고 누워서 다리 밀기
10대,2단계비만,M,2등급,본운동,2,목봉잡고 앉았다 일어나기
10대,2단계비만,M,2등급,본운동,1,팔굽혀 펴기
10대,2단계비만,M,2등급,준비운동,5,아래 팔 스트레칭
10대,2단계비만,M,2등급,준비운동,4,무릎굽혀 원 그리기
10대,2단계비만,M,2등급,준비운동,3,목 돌리기
10대,2단계비만,M,2등급,준비운동,2,하지 루틴 스트레칭1
10대,2단계비만,M,2등급,준비운동,1,상지 루틴 스트레칭
10대,2단계비만,F,참가증,준비운동,3,상지 루틴 스트레칭
10대,2단계비만,F,참가증,준비운동,2,하지 루틴 스트레칭1
10대,2단계비만,F,참가증,준비운동,1,목 스트레칭
10대,1단계비만,M,참가증,마무리운동,5,자가근막이완술 루틴 스트레칭
10대,1단계비만,M,참가증,마무리운동,4,전신 루틴 스트레칭
10대,1단계비만,M,참가증,마무리운동,3,상지 루틴 스트레칭
10대,1단계비만,M,참가증,마무리운동,2,하지 루틴 스트레칭1
10대,1단계비만,M,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,1단계비만,M,참가증,본운동,5,달리기
10대,1단계비만,M,참가증,본운동,4,앉았다 일어서기
10대,1단계비만,M,참가증,본운동,3,팔굽혀 펴기
10대,1단계비만,M,참가증,본운동,2,윗몸올리기
10대,1단계비만,M,참가증,본운동,1,엎드려 버티기
10대,1단계비만,M,참가증,준비운동,5,하지 루틴 스트레칭1
10대,1단계비만,M,참가증,준비운동,4,등/어깨 뒤쪽 스트레칭
10대,1단계비만,M,참가증,준비운동,3,전신 루틴 스트레칭
10대,1단계비만,M,참가증,준비운동,2,유산소 운동 전 동적 루틴 스트레칭
10대,1단계비만,M,참가증,준비운동,1,목 스트레칭
10대,2단계비만,F,3등급,마무리운동,5,짐볼 앉기 평형성 운동 루틴 프로그램
10대,2단계비만,F,3등급,마무리운동,4,조깅
10대,2단계비만,F,3등급,마무리운동,3,엉덩이 스트레칭
10대,2단계비만,F,3등급,마무리운동,2,목 스트레칭
10대,2단계비만,F,3등급,마무리운동,1,전신 루틴 스트레칭
10대,2단계비만,F,3등급,본운동,5,누워서 다리 들어올리기
10대,2단계비만,F,3등급,본운동,4,엎드려서 팔 다리 들기
10대,2단계비만,F,3등급,본운동,3,네발기기 자세로 팔 다리 들기
10대,2단계비만,F,3등급,본운동,2,네발기기 자세에서 다리 위로 뻗어올리기
10대,2단계비만,F,3등급,본운동,1,누워서 배가로근 수축 II
10대,2단계비만,F,3등급,준비운동,5,작은 공을 이용한 동적 루틴 스트레칭
10대,2단계비만,F,3등급,준비운동,4,폼롤러 이용 유연성운동 루틴 프로그램
10대,2단계비만,F,3등급,준비운동,3,가슴 어깨 펴기
10대,2단계비만,F,3등급,준비운동,2,탄력밴드 어깨 가쪽 돌림
10대,2단계비만,F,3등급,준비운동,1,옆구리늘리기
10대,2단계비만,F,2등급,본운동,5,엉덩이 스트레칭
10대,2단계비만,F,2등급,본운동,4,벽에서 팔굽혀 펴기
10대,2단계비만,F,2등급,본운동,3,목봉잡고 앉았다 일어나기
10대,2단계비만,F,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
10대,2단계비만,F,2등급,본운동,1,몸통 들어올리기
10대,2단계비만,F,2등급,준비운동,5,사다리 걷기
10대,2단계비만,F,2등급,준비운동,4,성화봉송
10대,2단계비만,F,2등급,준비운동,3,양발 모아 좌우 뛰기
10대,2단계비만,F,2등급,준비운동,2,요가 및 필라테스  루틴프로그램
10대,2단계비만,F,2등급,준비운동,1,뛰어 밀기
10대,1단계비만,M,2등급,마무리운동,5,의자에 앉아 볼 돌리기
10대,1단계비만,M,2등급,마무리운동,4,공 잡고 들어올리기
10대,1단계비만,M,2등급,마무리운동,3,하지 루틴 스트레칭1
10대,1단계비만,M,2등급,마무리운동,2,전신 루틴 스트레칭
10대,2단계비만,F,1등급,준비운동,5,수영
10대,1단계비만,F,참가증,마무리운동,5,짐볼 앉기 평형성 운동 루틴 프로그램
10대,1단계비만,F,참가증,마무리운동,4,전신 루틴 스트레칭
10대,1단계비만,F,참가증,마무리운동,3,자가근막이완술 루틴 스트레칭
10대,1단계비만,F,참가증,마무리운동,2,무릎굽혀 원 그리기
10대,1단계비만,F,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,1단계비만,F,참가증,본운동,5,버피 테스트
10대,1단계비만,F,참가증,본운동,4,볼 튕기면서 스쿼트
10대,1단계비만,F,참가증,본운동,3,윗몸올리기
10대,1단계비만,F,참가증,본운동,2,팔굽혀 펴기
10대,1단계비만,F,참가증,본운동,1,엎드려 버티기
10대,1단계비만,F,참가증,준비운동,5,등/어깨 뒤쪽 스트레칭
10대,1단계비만,F,참가증,준비운동,4,몸통 들어올리기
10대,1단계비만,F,참가증,준비운동,3,유산소 운동 전 동적 루틴 스트레칭
10대,1단계비만,F,참가증,준비운동,2,목 스트레칭
10대,1단계비만,F,참가증,준비운동,1,전신 루틴 스트레칭
10대,1단계비만,M,3등급,마무리운동,5,목 스트레칭
10대,1단계비만,M,3등급,마무리운동,4,엉덩이 스트레칭
10대,1단계비만,M,3등급,마무리운동,3,상지 루틴 스트레칭
10대,1단계비만,M,3등급,마무리운동,2,하지 루틴 스트레칭1
10대,1단계비만,M,3등급,마무리운동,1,전신 루틴 스트레칭
10대,1단계비만,M,3등급,본운동,5,누워서 엉덩이 들어올리기
10대,1단계비만,M,3등급,본운동,4,턱걸이
10대,1단계비만,M,3등급,본운동,3,달리기
10대,1단계비만,M,3등급,본운동,2,엎드려 버티기
10대,1단계비만,M,3등급,본운동,1,윗몸올리기
10대,1단계비만,M,3등급,준비운동,5,작은 공을 이용한 동적 루틴 스트레칭
10대,1단계비만,M,3등급,준비운동,4,짐볼을 이용한 동적 루틴 스트레칭
10대,1단계비만,M,3등급,준비운동,3,전신 루틴 스트레칭
10대,1단계비만,M,3등급,준비운동,2,유산소 운동 전 동적 루틴 스트레칭
10대,1단계비만,M,3등급,준비운동,1,목 스트레칭
10대,1단계비만,F,3등급,마무리운동,5,조깅
10대,1단계비만,F,3등급,마무리운동,4,자가근막이완술 루틴 스트레칭
10대,1단계비만,F,3등급,마무리운동,3,엉덩이 스트레칭
10대,1단계비만,F,3등급,마무리운동,2,목 스트레칭
10대,1단계비만,F,3등급,마무리운동,1,전신 루틴 스트레칭
10대,1단계비만,F,3등급,본운동,5,손목 펴기/굽히기
10대,1단계비만,F,2등급,마무리운동,3,저항밴드 운동  루틴프로그램
10대,1단계비만,F,2등급,마무리운동,2,무릎굽혀 원 그리기
10대,1단계비만,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
10대,1단계비만,F,2등급,본운동,5,팔굽혀 펴기
10대,1단계비만,F,2등급,본운동,4,벽에서 팔굽혀 펴기
10대,1단계비만,F,2등급,본운동,3,목봉잡고 앉았다 일어나기
10대,1단계비만,F,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
10대,1단계비만,F,2등급,본운동,1,몸통 들어올리기
10대,1단계비만,F,2등급,준비운동,5,크게 다리벌려 교차 뛰기
10대,1단계비만,F,2등급,준비운동,4,앞뒤 지그재그 뛰기
10대,1단계비만,F,2등급,준비운동,3,팔굽혀 펴기
10대,1단계비만,F,2등급,준비운동,2,바운딩 운동  루틴프로그램
10대,1단계비만,F,2등급,준비운동,1,짐볼 앉아 양손 측면으로 들기
10대,비만전단계비만,M,참가증,마무리운동,5,무릎굽혀 원 그리기
10대,비만전단계비만,M,참가증,마무리운동,4,상지 루틴 스트레칭
10대,비만전단계비만,M,참가증,마무리운동,3,조깅
10대,비만전단계비만,M,참가증,마무리운동,2,전신 루틴 스트레칭
10대,비만전단계비만,M,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,비만전단계비만,M,참가증,본운동,5,달리기
10대,비만전단계비만,M,참가증,본운동,4,앉았다 일어서기
10대,비만전단계비만,M,참가증,본운동,3,윗몸올리기
10대,비만전단계비만,M,참가증,본운동,2,팔굽혀 펴기
10대,비만전단계비만,M,참가증,본운동,1,엎드려 버티기
